CODE,TITLE,R1_POINTS_2019,R2_POINTS_2019,EOS_2019,MID_2019,R1_POINTS_2020,R2_POINTS_2020,EOS_2020,MID_2020,R1_POINTS_2021,R2_POINTS_2021
TU936,Sports Science and Health                         ,,,,,410,391,391,419,484,
TU941,Botanical Cuisine                                 ,,,,,249,,249,257,311,
TU942,Culinary Arts                                     ,,,,,212,212,212,340,252,
TU943,Culinary Entrepreneurship                         ,,,,,278,,279,357,261,
TU944,Culinary Science                                  ,,,,,316,,316,379,336,
TU951,International Hospitality and Tourism Management  ,,,,,184,184,200,298,244,
TU952,International Hospitality Management              ,,,,,300,,306,368,309,
TU953,Tourism and Digital Marketing                     ,,,,,290,,290,359,308,
TU954,Event Management                                  ,,,,,356,,356,404,326,
TU955,Sports & Leisure Management                       ,,,,,217,317v,217,347,275,
TU961,Commercial Modern Music                           ,,,,,#608,#608,608,848,#536,#536
TU962,Drama (Performance)                               ,,,,,#379,,379,500,#448,
TU963,Music                                             ,,,,,#416,,416,535,#364,
TU965,International Business and Languages              ,,,,,356,346,346,413,357,
TU966,Languages and English Studies                     ,,,,,366,,434,466,,
TU967,Languages and International Tourism               ,,,,,308,,326,388,298,
TU971,Contemporary Visual Culture                       ,,,,,290,,290,320,,
TU972,Creative and Cultural Industries                  ,,,,,281,,281,369,,
TU973,Design - Visual Communication                     ,,,,,#717,,717,865,#700,
TU974,Fine Art                                          ,,,,,#709,#563,563,826,#549,
TU975,Interior Design                                   ,,,,,#632,,632,879,#544,
TU976,Photography                                       ,,,,,#695,,695,926,#700,
TU978,Creative Industries and Visual Culture            ,,,,,,,,,299,
TU981,Creative Digital Media                            ,,,,,280,,282,318,280,
TU982,Creative Digital Media                            ,,,,,320,311,311,352,369,
TU983,Film and Broadcasting                             ,,,,,456,451,451,484,462,453
TU984,Game Design                                       ,,,,,381,,381,419,414,
TU985,Journalism                                        ,,,,,322,,322,377,367,
TU986,Print Media Technology and Management             ,,,,,289,,289,300,,
TU989,Early Childhood Care and Education (campus options,,,,,,,,,270,
TU991,Applied Social Studies in Social Care             ,,,,,325,,325,352,326,
TU992,Community and Youth Development                   ,,,,,251,,253,297,251,
TU993,Early Childhood Care and Education                ,,,,,270,,270,311,,
TU994,Early Childhood Care and Education                ,,,,,321,251,230,304,,
TU995,Early Childhood Education                         ,,,,,367,,367,409,378,
TU996,Social Care                                       ,,,,,400,,400,419,407,
TU997,Applied Social Care                               ,,,,,310,283,270,318,320,
WD001,Applied Computing (options)                       ,279,,279,358.0,260,260,260,413,270,261
WD002,Science (options)                                 ,302,,302,377.0,308,,308,388,279,
WD005,Health Sciences (options)                         ,288,,288,347.0,280,,280,338,271,
WD006,Exercise Sciences (options)                       ,282,,282,337.0,280,,280,359,270,
WD007,Engineering (options)                             ,AQA,AQA,287,382.0,288,288,288,409,270,270
WD025,Construction Management and Engineering           ,269,,269,327.0,269,,269,341,262,
WD027,Music                                             ,#AQA,,#290,317.0,#262,,262,409,#321,
WD048,Business (options)                                ,278,,278,357.0,271,,271,371,279,
WD084,Accounting                                        ,307,,307,403.0,308,,308,411,308,
WD091,Hospitality Management                            ,210,,210,281.0,228,,228,310,225,
WD116,General Nursing                                   ,413,,413,430.0,422,,422,451,446,
WD117,Psychiatric Nursing                               ,361,,361,382.0,366,,366,388,415,
WD120,Intellectual Disability Nursing                   ,338,,338,359.0,377,,377,388,390,
WD134,International Business                            ,289,,289,350.0,290,,290,362,267,
WD137,Design (Visual Communications)                    ,AQA,,253,373.0,271,,271,351,252,
WD140,Laws                                              ,290,,290,352.0,280,,280,367,280,
WD144,Architecture                                      ,AQA,,283,385.0,284,,284,359,309,
WD147,Pharmaceutical Science                            ,298,,298,363.0,293,,293,390,288,
WD148,Tourism Marketing                                 ,269,,269,338.0,,,,,,
WD149,Early Childhood Studies                           ,288,,288,336.0,271,,271,368,,
WD150,Criminal Justice Studies                          ,271,,271,311.0,270,,270,331,280,
WD152,Visual Art                                        ,AQA,,253,323.0,AQA,,AQA,317,243,
WD161,Computer Forensics and Security                   ,AQA,,262,401.0,255,,255,380,270,
WD162,Quantity Surveying                                ,260,,260,320.0,216,,216,306,226,
WD163,Psychology                                        ,390,,390,429.0,434,,434,473,456,
WD186,Sports Coaching and Performance                   ,276,,276,327.0,270,,270,344,261,
WD187,Social Science                                    ,271,,271,321.0,272,,272,348,276,
WD191,Agricultural Science                              ,378,,378,421.0,377,,377,420,377,
WD192,Social Care Practice                              ,279,,279,323.0,270,,270,326,271,
WD193,Marketing and Digital Media                       ,290,,290,358.0,271,,271,347,279,
WD194,Culinary Arts                                     ,AQA,,235,331.0,217,,217,321,237,
WD195,Architectural and Building Information Modelling T,266,,266,305.0,279,,279,367,279,
WD200,Arts (options)                                    ,AQA,AQA,221,296.0,AQA,AQA,AQA,336,201,201
WD210,Software Systems Development                      ,271,,271,329.0,279,,279,337,260,
WD211,Creative Computing                                ,275,,275,322.0,271,,271,318,270,
WD212,Recreation and Sport Management                   ,274,,274,311.0,270,,270,349,262,
WD230,Mechanical and Manufacturing Engineering          ,273,,273,348.0,253,,253,369,230,230
WD231,Early Childhood Care and Education                ,,,,,,,,,266,
WD232,Business Information Systems                      ,,,,,,,,,261,261
